Time,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
3736,0.01,-0.00,1.00,-0.00,0.01,0.13
3744,0.00,-0.00,1.00,-0.00,0.01,0.14
3753,0.03,0.00,1.00,-0.00,0.01,0.13
3760,0.03,0.00,1.00,-0.00,0.01,0.12
3768,0.03,0.00,1.00,-0.00,0.00,0.09
3776,0.03,0.00,1.00,-0.00,-0.00,0.08
3783,0.02,0.01,1.00,-0.00,-0.00,0.07
3792,0.01,0.00,1.00,-0.01,0.00,0.07
3800,0.03,0.02,1.00,-0.01,-0.00,0.07
3807,0.03,0.02,1.00,-0.01,-0.00,0.07
3815,0.02,0.02,1.00,-0.01,-0.00,0.07
3823,0.04,0.01,1.00,-0.01,-0.01,0.07
3831,0.04,0.00,1.00,-0.01,-0.01,0.07
3839,0.05,0.00,1.01,-0.00,-0.01,0.07
3847,0.03,-0.00,1.00,-0.00,-0.01,0.08
3855,0.04,-0.00,1.00,-0.00,-0.01,0.09
3862,0.05,-0.01,1.00,-0.00,-0.01,0.10
3870,0.03,-0.02,1.00,-0.00,-0.01,0.11
3879,0.03,-0.02,1.00,0.00,-0.01,0.12
3886,0.04,-0.01,1.00,0.00,-0.01,0.13
3894,0.04,-0.01,1.00,0.00,-0.01,0.13
3902,0.05,-0.01,1.00,0.00,-0.01,0.12
3910,0.04,-0.00,1.00,0.00,-0.01,0.12
3917,0.04,0.00,1.00,0.00,-0.01,0.12
3926,0.04,0.01,1.00,-0.00,-0.01,0.13
3934,0.04,0.01,1.00,-0.00,-0.00,0.12
3941,0.04,0.00,1.00,-0.00,0.00,0.11
3949,0.02,-0.02,1.00,-0.00,0.00,0.09
3957,0.03,-0.02,1.00,-0.00,-0.00,0.08
3965,0.01,-0.02,1.00,0.00,-0.00,0.08
3973,0.01,-0.02,1.00,0.00,-0.00,0.08
3981,-0.01,-0.02,1.00,0.00,-0.00,0.09
3989,-0.01,-0.01,1.00,0.00,-0.01,0.09
3996,-0.00,-0.01,1.00,0.00,-0.01,0.09
4005,0.00,-0.00,1.00,0.00,-0.01,0.09
4013,0.00,0.01,1.00,0.00,-0.00,0.09
4020,0.01,0.01,1.00,0.01,-0.00,0.08
4028,-0.03,0.02,1.00,0.00,-0.00,0.05
4036,-0.08,0.01,1.00,0.00,0.00,0.04
4043,0.13,0.02,1.00,0.00,-0.00,0.08
4052,0.03,-0.05,1.01,0.01,-0.01,0.01
4060,-0.04,-0.01,1.00,0.00,0.00,0.00
4067,-0.03,-0.01,1.00,0.00,-0.00,0.01
4075,-0.01,-0.01,1.00,0.00,-0.00,0.03
4083,-0.04,-0.00,1.01,0.00,-0.01,0.04
4092,-0.03,-0.00,1.00,0.00,-0.01,0.05
4099,-0.02,-0.01,1.00,0.00,-0.01,0.06
4107,-0.04,-0.01,1.00,0.00,-0.01,0.06
4115,-0.03,-0.01,1.00,-0.00,-0.01,0.07
4122,-0.04,-0.01,1.01,-0.00,-0.01,0.07
4130,-0.03,-0.01,1.00,0.00,-0.01,0.08
4139,-0.05,-0.01,1.00,0.00,-0.01,0.08
4147,-0.06,-0.01,1.00,0.00,-0.01,0.08
4154,-0.04,-0.00,1.00,0.00,-0.01,0.08
4162,-0.04,0.00,1.00,0.00,-0.01,0.07
4170,-0.05,0.00,1.00,0.00,-0.00,0.06
4178,-0.04,0.00,1.00,0.00,-0.00,0.05
4186,-0.04,0.00,1.00,0.00,-0.00,0.05
4194,-0.04,0.00,1.00,0.00,-0.00,0.04
4201,-0.05,-0.00,1.00,0.00,-0.00,0.03
4209,-0.03,-0.01,1.00,0.00,-0.00,0.03
4218,-0.05,-0.01,1.00,0.00,-0.00,0.03
4226,-0.04,-0.01,1.00,0.00,-0.00,0.04
4233,-0.04,-0.01,1.00,0.00,-0.00,0.04
4241,-0.05,-0.01,1.00,0.00,-0.00,0.05
4249,-0.07,-0.01,1.00,0.00,-0.00,0.05
4256,-0.05,-0.01,1.00,0.00,-0.00,0.07
4265,-0.05,-0.01,1.00,0.00,-0.00,0.07
4273,-0.04,-0.01,1.00,0.00,-0.00,0.08
4280,-0.04,-0.01,1.00,0.00,-0.00,0.09
4288,-0.04,-0.01,1.00,0.00,-0.00,0.10
4296,-0.05,-0.01,1.00,0.00,0.00,0.10
4305,-0.04,-0.01,1.00,0.00,0.00,0.10
4312,-0.04,-0.01,1.00,0.00,0.00,0.10
4320,-0.04,-0.01,1.00,0.00,0.00,0.10
4328,-0.04,-0.01,1.00,0.00,0.01,0.10
4335,-0.04,-0.00,1.00,-0.00,0.01,0.10
4343,-0.05,-0.00,1.00,-0.00,0.01,0.09
4352,-0.04,-0.00,1.00,-0.00,0.01,0.08
4360,-0.03,-0.01,1.00,-0.00,0.01,0.07
4367,-0.02,-0.01,1.00,-0.00,0.01,0.05
4375,-0.01,-0.00,1.00,-0.00,0.01,0.04
4383,-0.01,-0.00,1.00,-0.00,0.01,0.03
4391,0.00,-0.00,1.00,-0.00,0.01,0.02
4399,0.00,-0.00,1.00,-0.00,0.01,0.02
4407,0.01,-0.00,1.00,-0.00,0.01,0.02
4414,0.01,-0.00,1.00,-0.00,0.01,0.01
4422,0.01,-0.00,1.00,-0.00,0.01,0.01
4431,0.01,-0.00,1.00,-0.00,0.01,0.01
4438,0.01,-0.00,1.00,-0.00,0.01,0.01
4446,0.01,-0.00,1.00,-0.00,0.01,0.01
4454,0.02,-0.00,1.00,-0.00,0.01,0.00
4461,0.02,-0.00,1.00,-0.00,0.01,0.00
4469,0.02,-0.00,1.00,-0.00,0.01,0.00
4478,0.02,-0.00,1.00,-0.00,0.01,0.00
4485,0.02,-0.00,1.00,-0.00,0.01,0.00
4493,0.02,-0.00,1.00,-0.00,0.01,0.00
4501,0.02,-0.00,1.00,-0.00,0.00,0.00
4509,0.02,-0.00,1.00,-0.00,-0.00,0.00
4517,0.02,-0.00,1.00,-0.00,-0.00,0.00
4525,0.02,-0.00,1.00,-0.00,0.01,0.00
4533,0.02,-0.00,1.00,-0.00,0.00,0.00
4540,0.02,-0.00,1.00,-0.00,0.00,0.00
4548,0.02,-0.00,1.00,-0.00,0.00,0.00
4556,0.02,-0.00,1.00,-0.00,0.00,0.00
4564,0.02,-0.00,1.00,-0.00,0.00,0.00
4572,0.02,-0.00,1.00,-0.00,0.00,0.00
4580,0.02,-0.00,1.00,-0.00,0.00,0.00
4587,0.02,-0.00,1.00,-0.00,0.00,0.00
4595,0.02,-0.00,1.00,-0.00,0.00,0.00
4604,0.02,-0.00,1.00,0.00,0.00,0.00
4611,0.02,-0.00,1.00,0.00,0.00,0.00
4619,0.02,-0.00,1.00,0.00,0.00,0.00
4627,0.02,-0.00,1.00,-0.00,0.00,0.00
4634,0.02,-0.00,1.00,-0.00,0.00,0.00
4642,0.02,-0.00,1.00,-0.00,0.00,0.00
4651,0.02,-0.00,1.00,-0.00,0.00,0.00
4658,0.02,-0.00,1.00,-0.00,0.00,0.00
4666,0.02,-0.00,1.00,-0.00,0.00,0.00
4674,0.02,-0.00,1.00,-0.00,-0.00,0.00
4682,0.02,-0.00,1.00,-0.00,-0.00,0.00
4690,0.02,-0.00,1.00,-0.00,-0.00,0.00
4698,0.02,-0.00,1.00,0.00,-0.00,0.00
4706,0.02,-0.00,1.00,-0.00,-0.00,0.00
4713,0.02,-0.00,1.00,-0.00,-0.00,0.00
4721,0.02,-0.00,1.00,-0.00,-0.00,0.00
4730,0.02,-0.00,1.00,-0.00,0.00,0.00
4737,0.02,-0.00,1.00,-0.00,0.00,0.00
4745,0.02,-0.00,1.00,-0.00,0.00,0.00
4753,0.02,-0.00,1.00,-0.00,0.00,0.00
4760,0.02,-0.00,1.00,0.00,0.00,0.00
4768,0.02,-0.00,1.00,0.00,-0.00,0.00
4777,0.02,-0.00,1.00,0.00,-0.00,0.00
4784,0.02,-0.00,1.00,0.00,-0.00,0.00
4792,0.02,-0.00,1.00,0.00,0.00,0.00
4800,0.02,-0.00,1.00,0.00,0.00,0.00
4808,0.02,-0.00,1.00,-0.00,0.00,0.00
4816,0.02,-0.00,1.00,-0.00,0.00,0.00
4824,0.02,-0.00,1.00,-0.00,0.00,0.00
4832,0.02,-0.00,1.00,-0.00,0.00,0.00
4839,0.02,-0.00,1.00,-0.00,0.00,0.00
4847,0.02,-0.00,1.00,-0.00,0.00,0.00
4855,0.02,-0.00,0.99,-0.00,0.01,0.00
4863,0.02,-0.00,1.00,-0.00,0.01,0.00
4871,0.02,-0.00,1.01,0.00,-0.01,0.00
4879,0.02,-0.00,1.00,0.00,-0.01,0.00
4886,0.02,-0.00,1.02,0.00,-0.00,0.00
4894,0.02,-0.00,1.00,-0.00,0.01,0.00
4903,0.02,-0.00,1.00,-0.00,0.01,0.00
4910,0.02,-0.00,1.00,-0.00,0.01,0.00
4918,0.02,-0.00,1.00,-0.00,0.01,0.00
4926,0.02,-0.00,1.00,-0.00,0.00,-0.00
4934,0.02,-0.00,1.00,-0.00,0.00,-0.00
4941,0.02,-0.00,1.00,-0.00,0.00,-0.00
4950,0.02,-0.00,1.00,-0.00,0.00,0.00
4958,0.02,-0.00,1.00,-0.00,0.00,0.00
4965,0.02,-0.01,1.00,-0.00,0.00,0.00
4973,0.02,-0.01,1.00,-0.00,0.00,-0.00
4981,0.02,-0.00,1.00,-0.00,0.00,-0.00
4989,0.02,-0.00,1.00,-0.00,0.00,-0.00
4997,0.02,-0.00,1.00,-0.00,0.00,-0.00
5005,0.02,-0.00,1.00,-0.00,0.00,-0.00
5012,0.02,-0.00,1.00,-0.00,0.00,-0.00
5020,0.02,-0.00,1.00,-0.00,0.00,-0.00
5029,0.02,-0.00,1.00,-0.00,0.00,-0.00
5036,0.02,-0.00,1.00,-0.00,0.00,-0.00
5044,0.02,0.00,1.00,-0.00,0.00,-0.00
5052,0.02,0.00,1.00,-0.00,0.00,-0.00
5060,0.02,0.00,1.00,-0.00,0.00,0.00
5067,0.02,0.00,1.00,-0.00,0.00,0.00
5076,0.02,0.00,1.00,-0.00,0.00,0.00
5084,0.02,0.00,1.00,-0.00,0.00,0.00
5091,0.02,0.00,1.00,-0.00,0.00,0.00
5099,0.02,0.00,1.00,-0.00,0.00,0.00
5107,0.02,0.00,1.00,-0.00,0.00,0.00
5115,0.02,0.00,1.00,-0.00,0.00,0.00
5123,0.02,-0.00,1.00,-0.00,-0.00,0.00
5131,0.02,0.00,1.00,-0.00,-0.00,0.00
5138,0.02,-0.00,1.00,-0.00,0.00,0.00
5146,0.02,-0.00,1.00,-0.00,0.00,0.00
5154,0.02,0.00,1.00,-0.00,0.00,0.00
5162,0.02,0.00,1.00,-0.00,0.00,0.00
5170,0.02,0.00,1.00,-0.00,0.00,0.00
5178,0.02,-0.00,1.00,-0.00,0.00,0.00
5185,0.02,-0.00,1.00,-0.00,0.00,0.00
5193,0.02,-0.00,1.00,-0.00,0.00,0.00
5202,0.02,-0.00,1.00,-0.00,0.00,0.00
5210,0.02,-0.00,1.00,-0.00,0.00,0.00
5217,0.02,-0.00,1.00,-0.00,0.00,0.00
5225,0.02,-0.00,1.00,-0.00,0.00,0.00
5233,0.02,-0.00,1.00,-0.00,0.00,0.00
5240,0.02,-0.00,1.00,-0.00,0.00,0.00
5249,0.02,-0.00,1.00,-0.00,0.00,0.00
5257,0.02,-0.00,1.00,0.00,0.00,0.00
5264,0.02,-0.00,1.00,0.00,0.00,0.00
5272,0.02,-0.00,1.00,-0.00,0.00,0.00
5280,0.02,-0.00,1.00,-0.00,0.00,0.00
5288,0.02,-0.00,1.00,-0.00,0.00,0.00
5296,0.02,-0.00,1.00,-0.00,0.00,0.00
5304,0.02,-0.00,1.00,-0.00,0.00,0.00
5311,0.02,-0.00,1.00,-0.00,0.00,0.00
5319,0.02,-0.00,1.00,-0.00,0.00,0.00
5328,0.02,-0.00,1.00,-0.00,0.00,0.00
5335,0.02,-0.00,1.00,-0.00,0.00,0.00
5343,0.02,-0.00,1.00,-0.00,0.00,0.00
5351,0.02,-0.00,1.00,-0.00,0.00,0.00
5358,0.02,-0.00,1.00,-0.00,0.00,0.00
5366,0.02,-0.00,1.00,-0.00,0.00,0.00
5375,0.02,-0.00,1.00,-0.00,0.00,0.00
5382,0.02,-0.00,1.00,-0.00,0.00,0.00
5390,0.02,-0.00,1.00,-0.00,0.00,0.00
5398,0.02,-0.00,1.00,-0.00,0.00,0.00
5406,0.02,-0.00,1.00,-0.00,0.00,0.00
5414,0.02,-0.00,1.00,-0.00,0.00,0.00
5422,0.02,-0.00,1.00,-0.00,0.00,0.00
5430,0.02,-0.00,1.00,-0.00,0.00,0.00
5437,0.02,-0.00,1.00,-0.00,0.00,0.00
5445,0.02,-0.00,1.00,-0.00,0.00,0.00
5453,0.02,-0.00,1.00,-0.00,0.00,0.00
5461,0.02,-0.00,1.00,-0.00,0.00,0.00
5469,0.02,-0.00,1.00,0.00,0.00,0.00
5477,0.02,-0.00,1.00,-0.00,0.00,0.00
5484,0.02,-0.00,1.00,-0.00,0.00,0.00
5492,0.02,-0.00,1.00,-0.00,0.00,0.00
5501,0.02,-0.00,1.00,-0.00,0.00,0.00
5508,0.02,-0.00,1.00,-0.00,0.00,0.00
5516,0.02,-0.00,1.00,-0.00,0.00,0.00
5524,0.02,-0.00,1.00,-0.00,0.00,0.00
5531,0.02,-0.00,1.00,-0.00,0.00,0.00
5539,0.02,-0.00,1.00,-0.00,0.00,0.00
5548,0.02,-0.00,1.00,-0.00,0.00,0.00
5556,0.02,-0.00,1.00,-0.00,0.00,0.00
5563,0.02,-0.00,1.00,-0.00,0.00,0.00
5571,0.02,-0.00,1.00,-0.00,0.00,0.00
5579,0.02,-0.00,1.00,-0.00,0.00,0.00
5587,0.02,-0.00,1.00,-0.00,0.00,0.00
5595,0.02,-0.00,1.00,0.00,0.00,0.00
5603,0.02,-0.00,1.00,0.00,0.00,0.00
5610,0.02,-0.00,1.00,0.00,0.00,0.00
5618,0.02,-0.00,1.00,0.00,0.00,0.00
5627,0.02,-0.00,1.00,0.00,0.00,0.00
5634,0.02,-0.00,1.00,0.00,0.00,0.00
5642,0.02,-0.00,1.00,0.00,0.00,0.00
5650,0.02,-0.00,1.00,0.00,0.00,0.00
5657,0.02,-0.00,1.00,-0.00,0.00,0.00
5665,0.02,-0.00,1.00,-0.00,-0.00,0.00
5674,0.02,-0.00,1.00,-0.00,-0.00,0.00
5681,0.02,-0.00,1.00,-0.00,-0.00,0.00
5689,0.02,-0.00,1.00,-0.00,-0.00,0.00
5697,0.02,-0.00,1.00,-0.00,0.00,0.00
5705,0.02,-0.00,1.00,-0.00,0.00,0.00
5713,0.02,-0.00,1.00,-0.00,0.00,0.00
5721,0.02,-0.00,1.00,-0.00,0.00,0.00
5729,0.02,-0.00,1.00,-0.00,0.00,0.00
5736,0.02,-0.00,1.00,-0.00,0.00,0.00
5744,0.02,-0.00,1.00,0.00,0.00,0.00
5752,0.02,-0.00,1.00,0.00,0.00,0.00
5760,0.02,-0.00,1.00,0.00,0.00,0.00
5768,0.02,-0.00,1.00,0.00,0.00,0.00
5776,0.02,-0.00,1.00,0.00,0.00,0.00
5783,0.02,-0.00,1.00,0.00,0.00,0.00
5791,0.02,-0.00,1.00,0.00,0.00,0.00
5800,0.02,-0.00,1.00,0.00,0.00,0.00
5807,0.02,-0.00,1.00,-0.00,0.00,0.00
5815,0.02,-0.00,1.00,-0.00,0.00,0.00
5823,0.02,-0.00,1.00,-0.00,0.00,0.00
5830,0.02,-0.00,1.00,-0.00,0.00,0.00
5839,0.02,-0.00,1.00,-0.00,0.00,0.00
5847,0.02,-0.00,1.00,-0.00,0.00,0.00
5855,0.02,-0.00,1.00,-0.00,0.00,0.00
5862,0.02,-0.00,1.00,-0.00,0.00,0.00
5870,0.02,-0.00,1.00,-0.00,0.00,0.00
5878,0.02,-0.00,1.00,-0.00,0.00,0.00
5886,0.02,-0.00,1.00,-0.00,0.00,0.00
5894,0.02,-0.00,1.00,-0.00,0.00,0.00
5902,0.02,-0.00,1.00,-0.00,-0.00,0.00
5909,0.02,-0.00,1.00,0.00,-0.00,0.00
5917,0.02,-0.00,1.00,-0.00,-0.00,0.00
5926,0.02,-0.00,1.00,-0.00,-0.00,0.00
5933,0.02,-0.00,1.00,0.00,-0.00,0.00
5941,0.02,-0.00,1.00,0.00,-0.00,0.00
5949,0.02,-0.00,1.00,0.00,-0.00,0.00
5956,0.02,-0.00,1.00,0.00,-0.00,0.00
5964,0.02,-0.00,1.00,0.00,-0.00,0.00
5973,0.02,-0.00,1.00,0.00,-0.00,0.00
5981,0.02,-0.00,1.00,0.00,0.00,0.00
5988,0.02,-0.00,1.00,0.00,0.00,0.00
5996,0.02,-0.00,1.00,0.00,0.00,0.00
6004,0.02,-0.00,1.00,0.00,0.00,0.00
6012,0.02,-0.00,1.00,0.00,0.00,0.00
6020,0.02,-0.00,1.00,0.00,0.00,0.00
6028,0.02,-0.00,1.00,0.00,0.00,0.00
6035,0.02,-0.00,1.00,-0.00,-0.00,0.00
6043,0.02,-0.00,1.00,0.00,-0.00,0.00
6051,0.02,-0.00,1.00,0.00,0.00,0.00
6059,0.02,-0.00,1.00,0.00,0.00,0.00
6067,0.02,-0.00,1.00,-0.00,0.00,0.00
6075,0.02,-0.00,1.00,-0.00,0.00,0.00
6082,0.02,-0.00,1.00,-0.00,0.00,0.00
6090,0.02,-0.00,1.00,-0.00,0.00,0.00
6099,0.02,-0.00,1.00,-0.00,0.00,0.00
6106,0.02,-0.00,1.00,-0.00,0.00,0.00
6114,0.02,-0.00,1.00,-0.00,0.00,0.00
6122,0.02,-0.00,1.00,-0.00,0.00,0.00
6130,0.02,-0.00,1.00,-0.00,0.00,0.00
6138,0.02,-0.00,1.00,-0.00,0.00,0.00
6146,0.02,-0.00,1.00,-0.00,0.00,0.00
6154,0.02,-0.00,1.00,-0.00,0.00,0.00
6161,0.02,-0.00,1.00,-0.00,0.00,0.00
6169,0.02,-0.00,1.00,-0.00,0.00,0.00
6177,0.02,-0.00,1.00,-0.00,0.00,0.00
6185,0.02,-0.00,1.00,-0.00,0.00,0.00
6193,0.02,-0.00,1.00,-0.00,0.00,0.00
6201,0.02,-0.00,1.00,0.00,0.00,0.00
6208,0.02,-0.00,1.00,0.00,0.00,0.00
6216,0.02,-0.00,1.00,0.00,0.00,0.00
6225,0.02,-0.00,1.00,-0.00,0.00,0.00
6232,0.02,-0.00,1.00,-0.00,0.00,0.00
6240,0.02,-0.00,1.00,-0.00,0.00,0.00
6248,0.02,-0.00,1.00,-0.00,0.00,0.00
6255,0.02,-0.00,1.00,-0.00,0.00,0.00
6263,0.02,-0.00,1.00,-0.00,0.00,0.00
6272,0.02,-0.00,1.00,-0.00,0.00,0.00
6279,0.02,-0.00,1.00,-0.00,0.00,0.00
6287,0.02,-0.00,1.00,-0.00,0.00,0.00
6295,0.02,-0.00,1.00,-0.00,0.00,0.00
6303,0.02,-0.00,1.00,-0.00,0.00,0.00
6311,0.02,-0.00,1.00,-0.00,0.00,0.00
6319,0.02,-0.00,1.00,-0.00,0.00,0.00
6327,0.02,-0.00,1.00,0.00,0.00,0.00
6334,0.02,-0.00,1.00,-0.00,0.00,0.00
6342,0.02,-0.00,1.00,0.00,0.00,0.00
6351,0.02,-0.00,1.00,-0.00,0.00,0.00
6358,0.02,-0.00,1.00,-0.00,0.00,0.00
6366,0.02,-0.00,1.00,-0.00,0.00,0.00
6374,0.02,-0.00,1.00,-0.00,0.00,0.00
6381,0.02,-0.00,1.00,-0.00,0.00,0.00
6389,0.02,-0.00,1.00,-0.00,0.00,0.00
6398,0.02,-0.00,1.00,0.00,0.00,0.00
6405,0.02,-0.00,1.00,0.00,0.00,0.00
6413,0.02,-0.00,1.00,0.00,0.00,0.00
6421,0.02,-0.00,1.00,0.00,0.00,0.00
6428,0.02,-0.00,1.00,-0.00,0.00,0.00
6437,0.02,-0.00,1.00,-0.00,0.00,0.00
6445,0.02,-0.00,1.00,-0.00,0.00,0.00
6452,0.02,-0.00,1.00,-0.00,0.00,0.00
6460,0.02,-0.00,1.00,-0.00,0.00,0.00
6468,0.02,-0.00,1.00,-0.00,0.00,0.00
6475,0.02,-0.00,1.00,-0.00,0.00,0.00
6484,0.02,-0.00,1.00,-0.00,0.00,0.00
6492,0.02,-0.00,1.00,-0.00,0.00,0.00
6500,0.02,-0.00,1.00,-0.00,0.00,0.00
6507,0.02,-0.00,1.00,-0.00,0.00,0.00
6515,0.02,-0.00,1.00,-0.00,0.00,0.00
6524,0.02,-0.00,1.00,-0.00,0.00,0.00
6531,0.02,-0.00,1.00,-0.00,0.00,0.00
6539,0.02,-0.00,1.00,-0.00,0.00,0.00
6547,0.02,-0.00,1.00,-0.00,0.00,0.00
6554,0.02,-0.00,1.00,-0.00,0.00,0.00
6562,0.02,-0.00,1.00,-0.00,0.00,0.00
6571,0.02,-0.00,1.00,-0.00,0.00,0.00
6578,0.02,-0.00,1.00,-0.00,0.00,0.00
6586,0.02,-0.00,1.00,0.00,0.00,0.00
6594,0.02,-0.00,1.00,0.00,0.00,0.00
6601,0.02,-0.00,1.00,0.00,0.00,0.00
6610,0.02,-0.00,1.00,-0.00,0.00,0.00
6618,0.02,-0.00,1.00,0.00,0.00,0.00
6625,0.02,-0.00,1.00,0.00,0.00,0.00
6633,0.02,-0.00,1.00,-0.00,0.00,0.00
6641,0.02,-0.00,1.00,-0.00,0.00,0.00
6648,0.02,-0.00,1.00,-0.00,0.00,0.00
6657,0.02,-0.00,1.00,-0.00,0.00,0.00
6665,0.02,-0.00,1.00,-0.00,0.00,0.00
6673,0.02,-0.00,1.00,-0.00,0.00,0.00
6680,0.02,-0.00,1.00,-0.00,0.00,0.00
6688,0.02,-0.00,1.00,-0.00,0.00,0.00
6697,0.02,-0.00,1.00,-0.00,0.00,0.00
6704,0.02,-0.00,1.00,-0.00,0.00,0.00
6712,0.02,-0.00,1.00,-0.00,0.00,0.00
6720,0.02,-0.00,1.00,-0.00,0.00,0.00
6727,0.02,-0.00,1.00,-0.00,0.00,0.00
6736,0.02,-0.00,1.00,-0.00,0.00,0.00
6744,0.02,-0.00,1.00,0.00,0.00,0.00
6751,0.02,-0.00,1.00,-0.00,0.00,0.00
6759,0.02,-0.00,1.00,0.00,0.00,0.00
6767,0.02,-0.00,1.00,0.00,0.00,0.00
6774,0.02,-0.00,1.00,0.00,0.00,-0.00
6783,0.02,-0.00,1.00,0.00,0.00,0.00
6791,0.02,-0.00,1.00,0.00,0.00,0.00
6798,0.02,-0.00,1.00,0.00,0.00,0.00
6806,0.02,-0.00,1.00,0.00,0.00,0.00
6814,0.02,-0.00,1.00,-0.00,0.00,0.00
6822,0.02,-0.00,1.00,-0.00,0.00,0.00
6830,0.02,-0.00,1.00,-0.00,0.00,0.00
6838,0.02,-0.00,1.00,-0.00,0.00,0.00
6845,0.02,-0.00,1.00,-0.00,0.00,0.00
6853,0.02,-0.00,1.01,-0.00,0.00,0.00
6861,0.02,-0.00,1.00,-0.00,0.00,0.00
6870,0.02,-0.00,1.00,-0.00,0.00,0.00
6877,0.02,-0.00,1.00,-0.00,0.00,0.00
6885,0.02,-0.00,1.00,-0.00,0.00,0.00
6893,0.02,-0.00,1.00,-0.00,0.00,0.00
6900,0.02,-0.00,1.00,-0.00,0.00,0.00
6909,0.02,-0.00,1.00,-0.00,0.00,0.00
6917,0.02,-0.00,1.00,-0.00,0.00,0.00
6924,0.02,-0.00,1.00,-0.00,0.00,-0.00
